lfdn;age;sex;v_3;education;relation;kldb;e1;a1r;c1;n1;o1;e2r;a2;c2r;n2r;o2;e3;a3r;c3;n3;o3;e4;a4;c4r;n4;o4;e5r;a5;c5r;n5r;o5;e6;a6r;c6;n6;o6;e7r;a7;c7;n7r;o7r;e8;a8r;c8;n8;o8;o9r;a9;c9r;o10;status;charisma;classes;a1;e2;c2;n2;a3;c4;e5;c5;n5;a6;e7;n7;o7;a8;o9;c9;extr_mean;open_mean;con_mean;agree_mean;neuro_mean
599;19;2;-99;2;1;0;4;4;4;2;3;5;4;4;1;5;2;2;4;4;4;4;2;4;5;5;5;5;5;1;2;2;2;5;5;4;4;4;4;3;4;3;2;2;5;5;4;4;4;3;2;-77;-77;2;1;2;5;4;2;1;1;5;4;2;3;2;4;2;2;2,375;3,5;2,88888888888889;3,66666666666667;4,25
600;47;2;-99;4;3;8;5;2;4;3;5;2;5;5;3;4;4;1;5;4;4;4;5;5;4;4;3;5;4;4;5;4;1;2;3;5;4;5;4;5;2;3;4;2;4;4;2;5;5;3;2;-77;-77;4;4;1;3;5;1;3;2;2;5;2;1;4;2;4;1;3,625;4,2;2,44444444444444;4,55555555555556;3
601;22;1;-99;4;1;0;3;4;4;1;0;4;4;2;4;5;2;1;4;1;5;2;5;5;1;5;5;4;5;5;4;3;4;3;3;4;4;4;4;5;5;4;5;2;1;4;3;4;5;2;2;-77;-77;2;2;4;2;5;1;1;1;1;2;2;1;1;1;3;1;2,375;3,3;2,66666666666667;3,44444444444444;1,375
603;19;1;-99;2;7;3;4;1;1;5;4;2;4;5;3;4;4;2;4;2;4;5;3;5;1;4;2;3;5;4;4;5;4;2;4;5;4;1;3;4;2;5;2;1;1;5;2;4;5;2;1;14;1;5;4;1;3;4;1;4;1;2;2;2;2;4;4;4;1;4,125;4;1,66666666666667;3,33333333333333;2,5
605;29;2;-99;4;7;10;5;2;5;1;5;2;4;2;4;5;4;2;5;4;4;4;4;3;2;4;2;4;2;5;4;4;2;4;2;2;4;5;5;5;2;4;1;5;2;5;5;5;5;2;1;14;3;4;4;4;2;4;3;4;4;1;4;2;1;4;5;1;1;3,875;3,6;4;4,33333333333333;1,875
606;27;2;-99;4;2;10;5;4;3;1;2;3;4;2;4;5;4;1;5;2;4;4;5;4;1;5;4;4;2;5;4;2;2;3;4;4;4;5;5;3;2;4;2;3;1;4;2;5;4;2;2;-77;-77;2;3;4;2;5;2;2;4;1;4;2;3;4;4;4;2;3,25;3,8;3,44444444444444;4,22222222222222;1,875
607;22;2;-99;4;1;5;5;2;4;3;4;4;5;4;5;5;4;1;4;2;3;4;5;3;4;5;4;5;4;4;3;2;1;5;4;5;4;5;4;3;5;4;2;4;3;5;2;5;4;4;1;16;5;4;2;2;1;5;3;2;2;2;5;2;3;1;4;4;2;3,125;3,9;3,33333333333333;4,77777777777778;2,75
608;27;2;-99;5;7;0;2;4;1;2;4;5;4;5;1;5;3;1;5;5;5;5;5;4;5;5;5;2;5;1;5;1;4;5;4;5;5;5;2;1;3;1;1;2;5;5;1;1;2;4;2;-77;-77;2;1;1;5;5;2;1;1;5;2;1;5;3;5;5;4;1,875;4,6;2,55555555555556;3,44444444444444;4,5
610;18;1;-99;2;1;0;1;3;4;1;5;5;3;5;3;5;3;3;4;5;4;2;4;5;3;4;5;5;4;4;5;1;3;3;3;4;5;5;5;4;3;2;1;3;4;5;4;4;4;3;2;-77;-77;3;1;1;3;3;1;1;2;2;3;1;2;3;5;2;2;1,5;4;2,77777777777778;3,88888888888889;2,875
611;20;1;-99;2;1;0;2;4;4;3;4;4;4;4;3;5;4;1;4;4;4;4;4;5;4;4;4;3;5;2;4;4;4;4;4;5;4;4;5;5;3;2;4;3;2;3;1;3;2;5;2;-77;-77;2;2;2;3;5;1;2;1;4;2;2;1;3;2;5;4;2,75;4,2;3,11111111111111;3,22222222222222;3,125
612;28;1;-99;4;1;3;4;2;2;3;3;4;5;4;4;4;2;1;4;4;3;2;4;4;4;4;4;4;4;4;3;2;4;4;2;4;4;5;4;5;3;4;2;2;4;5;4;5;5;2;2;-77;-77;4;2;2;2;5;2;2;2;2;2;2;1;3;4;2;1;2,5;3,3;2,55555555555556;4,22222222222222;2,75
614;23;1;-99;2;7;0;2;4;4;5;4;4;3;4;1;4;1;3;2;5;4;1;1;5;5;4;4;1;5;4;3;2;5;2;3;4;5;3;2;2;4;1;4;2;5;4;2;2;5;2;2;-77;-77;2;2;2;5;3;1;2;1;2;1;1;4;2;2;4;1;1,5;3,5;1,88888888888889;2;4,25
619;28;1;-99;5;7;4;2;2;4;2;5;3;5;2;5;4;4;1;4;3;4;4;5;2;4;2;4;4;1;4;4;2;2;4;2;2;4;5;4;5;2;3;2;4;3;4;4;4;3;2;2;-77;-77;4;3;4;1;5;4;2;5;2;4;2;1;4;4;2;3;2,75;3,3;4;4,44444444444444;2,25
620;25;0;-99;4;1;0;4;3;4;2;4;4;4;4;3;4;4;2;4;4;4;3;4;4;0;5;4;4;4;4;4;4;4;4;4;5;4;4;3;4;3;4;4;2;4;5;2;4;3;4;2;-77;-77;3;2;2;3;4;2;2;2;2;2;2;2;3;2;4;3;3,125;4,2;2,88888888888889;3,44444444444444;2,625
621;26;2;-99;4;1;4;1;4;4;4;5;5;4;4;3;5;2;2;4;2;5;4;3;4;2;5;5;4;2;3;4;1;4;4;4;5;4;4;5;4;3;1;2;3;2;5;1;2;5;4;1;12;6;2;1;2;3;4;2;1;4;3;2;2;2;3;4;5;1;1,625;4,6;3,22222222222222;3,22222222222222;2,75
622;27;1;-99;4;2;8;4;3;5;3;5;3;5;4;2;5;3;4;5;4;5;5;5;4;4;5;2;2;4;1;5;5;2;4;5;5;4;4;5;4;1;5;4;4;3;5;1;5;4;5;2;-77;-77;3;3;2;4;2;2;4;2;5;4;2;2;5;2;5;2;3,875;5;3,44444444444444;3,55555555555556;3,75
624;40;2;-99;4;3;9;4;2;3;3;5;4;4;3;5;5;2;3;3;4;4;3;4;5;3;5;3;2;4;5;5;3;4;3;2;5;2;3;4;5;2;3;4;4;2;5;1;3;4;5;1;16;6;4;2;3;1;3;1;3;2;1;2;4;1;4;2;5;2;3;4,8;2,77777777777778;3;2,125
626;18;4;Genderqueer;1;1;0;4;2;5;3;5;2;3;4;4;5;5;2;3;4;4;5;3;5;4;5;2;5;2;2;4;4;2;4;3;5;2;5;3;2;3;5;3;3;2;4;1;4;5;5;1;14;1;4;4;2;2;4;1;4;4;4;4;4;4;3;3;5;1;4,375;4,5;2,88888888888889;3,88888888888889;3,25
625;23;2;-99;2;7;5;4;2;5;1;2;4;4;2;4;0;0;2;5;2;2;2;2;2;1;2;2;5;2;5;2;2;4;3;2;4;2;4;2;5;5;3;1;4;2;2;4;1;4;2;2;-77;-77;4;2;4;2;4;4;4;4;1;2;4;1;1;5;2;2;2,625;1,9;3,66666666666667;3,44444444444444;1,5
627;36;2;-99;5;3;5;4;2;4;2;3;2;4;4;2;4;4;2;4;4;4;4;4;4;4;2;3;4;2;4;3;4;2;4;4;3;3;4;4;4;4;4;2;4;3;4;4;4;4;4;2;-77;-77;4;4;2;4;4;2;3;4;2;4;3;2;2;4;2;2;3,75;3,1;3,33333333333333;4;3,125
628;29;1;-99;6;3;4;2;3;2;1;4;4;2;4;5;5;2;3;4;1;5;2;5;4;2;4;4;5;5;5;5;1;3;2;1;3;4;5;5;4;1;2;1;2;3;5;4;1;5;3;1;12;5;3;2;2;1;3;2;2;1;1;3;2;2;5;5;2;1;1,875;4,1;2,33333333333333;3,55555555555556;1,5
629;19;2;-99;2;7;0;5;1;2;4;2;4;4;5;2;5;5;2;4;5;2;5;5;5;5;4;4;5;5;2;2;1;2;1;5;5;5;5;2;2;5;5;2;2;5;5;1;5;5;3;1;14;1;5;2;1;4;4;1;2;1;4;4;1;4;1;4;5;1;3,25;3,4;1,66666666666667;4,55555555555556;4,5
631;22;2;-99;2;1;0;2;2;5;4;3;5;4;2;2;4;1;1;5;4;5;1;3;1;4;4;5;3;4;1;2;1;3;4;4;5;5;5;5;3;3;2;2;4;4;4;2;4;4;5;2;-77;-77;4;1;4;4;5;5;1;2;5;3;1;3;3;4;4;2;1,25;3,9;4;3,88888888888889;4
632;24;3;-99;5;1;6;5;3;3;2;5;4;3;4;2;5;4;3;4;4;5;5;2;4;4;5;3;2;3;3;4;4;3;2;3;5;2;4;3;4;2;4;3;3;2;5;1;4;4;4;2;1;6;3;2;2;4;3;2;3;3;3;3;4;2;4;3;5;2;3,875;4,7;2,66666666666667;3;3
633;23;1;-99;4;1;9;4;1;4;5;3;4;3;3;2;5;3;4;4;5;3;3;4;4;5;5;4;4;4;4;3;3;4;4;4;4;4;3;3;0;2;4;4;3;3;4;2;4;5;3;2;-77;-77;5;2;3;4;2;2;2;2;2;2;2; ;4;2;4;1;2,875;3,8;2,88888888888889;3,22222222222222;4
634;15;1;-99;1;1;3;4;3;4;1;5;3;4;2;2;4;3;4;4;4;5;3;3;4;4;5;3;5;4;4;5;1;1;2;3;3;3;4;3;3;5;5;4;4;4;5;3;2;5;4;1;14;5;3;3;4;4;2;2;3;2;2;5;3;3;1;2;3;1;3,125;4;2,88888888888889;3,33333333333333;3,125
635;21;2;-99;2;1;0;5;5;4;5;5;5;5;5;1;5;4;2;1;5;5;5;5;5;5;5;1;4;5;1;5;2;1;1;5;5;4;5;1;1;4;5;1;1;5;5;1;5;5;2;1;13;2;1;1;1;5;4;1;5;1;5;5;2;5;2;5;5;1;3,625;4,4;1,33333333333333;4,33333333333333;5
637;23;2;-99;5;3;8;5;4;5;1;4;2;3;4;2;5;4;4;4;4;5;5;3;4;2;5;2;2;4;2;5;4;4;5;5;5;2;3;5;2;2;4;4;4;4;5;2;4;2;5;1;1;1;2;4;2;4;2;2;4;2;4;2;4;4;4;2;4;4;4,25;4,7;3,66666666666667;2,55555555555556;3,5
638;33;1;-99;4;7;9;4;4;5;3;3;4;4;3;3;5;3;2;4;4;3;3;4;3;4;4;3;4;2;4;3;4;5;5;3;4;3;3;3;3;2;4;4;4;3;5;4;3;3;3;2;-77;-77;2;2;3;3;4;3;3;4;2;1;3;3;4;2;2;3;3,25;3,6;3,77777777777778;3;3,125
639;29;1;-99;4;1;9;5;4;3;2;4;3;4;4;5;5;4;4;5;2;4;5;5;5;1;5;2;5;5;5;5;4;3;4;4;5;3;4;4;5;4;5;4;4;3;5;1;5;5;5;1;15;2;2;3;2;1;2;1;4;1;1;3;3;1;2;2;5;1;4,125;4,5;2,77777777777778;3,55555555555556;1,875
640;17;2;-99;1;1;0;5;5;2;2;4;2;4;5;5;5;4;4;2;5;4;4;2;2;2;5;2;4;5;4;1;5;4;2;5;5;4;2;2;2;2;5;4;2;4;3;1;5;5;2;1;13;5;1;4;1;1;2;4;4;1;2;2;2;4;4;2;5;1;4,125;3,8;1,88888888888889;2,66666666666667;3,125
641;25;1;-99;4;1;6;5;4;5;1;5;2;5;2;2;5;3;1;5;3;5;5;4;2;2;5;2;5;2;4;5;4;1;5;2;5;4;5;5;4;4;2;1;5;2;5;3;5;2;5;1;7;6;2;4;4;4;5;4;4;4;2;5;2;2;2;5;3;4;3,625;4,5;4,55555555555556;4,55555555555556;2,25
642;22;2;-99;4;7;0;5;4;5;2;4;2;4;3;3;5;2;2;4;3;4;4;4;2;3;2;2;5;4;1;4;2;3;1;4;3;2;4;4;2;1;2;2;3;2;4;3;3;4;1;2;-77;-77;2;4;3;3;4;4;4;2;5;3;4;4;5;4;3;2;3,375;3,5;3,11111111111111;3,66666666666667;3,25
643;29;1;-99;5;7;8;3;2;2;3;5;4;2;4;4;5;2;1;2;4;5;3;5;4;2;4;4;5;4;3;5;3;2;1;2;5;4;5;5;3;1;4;2;1;3;5;2;5;5;4;1;14;1;4;2;2;2;5;2;2;2;3;4;2;3;5;4;4;1;2,625;4,7;2;4,33333333333333;2,75
646;19;1;-99;2;1;0;4;2;4;1;4;5;4;3;5;5;4;1;5;1;4;4;4;2;1;4;4;5;2;5;4;5;3;4;1;4;2;4;4;5;5;4;1;4;3;5;1;5;3;3;1;1;4;4;1;3;1;5;4;2;4;1;3;4;1;1;5;5;3;3,5;3,9;3,88888888888889;4,33333333333333;1,25
644;26;2;-99;4;1;9;4;2;2;5;5;4;2;4;2;5;2;2;4;5;3;2;4;5;5;5;2;2;5;2;4;1;4;2;5;5;4;3;2;3;4;2;4;2;4;4;1;4;5;4;2;-77;-77;4;2;2;4;4;1;4;1;4;2;2;3;2;2;5;1;2,375;4,2;1,88888888888889;3;4,375
647;18;1;-99;2;1;0;4;2;5;4;3;4;4;4;3;4;3;1;4;5;4;4;5;5;3;4;5;5;4;4;3;1;4;2;4;5;5;5;4;4;2;3;1;3;4;5;1;2;4;4;2;-77;-77;4;2;2;3;5;1;1;2;2;2;1;2;4;5;5;2;2,375;4,1;2,77777777777778;4,11111111111111;3,375
648;23;1;-99;5;1;4;2;3;3;4;4;5;4;5;3;4;3;1;4;5;3;2;3;5;5;4;4;3;3;4;3;2;3;3;2;4;4;4;4;4;2;1;3;4;5;4;3;3;4;2;2;-77;-77;3;1;1;3;5;1;2;3;2;3;2;2;4;3;3;2;1,875;3,5;2,77777777777778;3,44444444444444;3,5
649;22;3;-99;4;1;0;4;4;4;5;5;2;4;5;2;5;3;3;3;4;5;4;5;5;5;5;3;5;2;2;4;5;5;4;5;5;4;4;2;4;5;4;4;4;2;5;1;3;4;5;1;11;3;2;4;1;4;3;1;3;4;4;1;2;2;1;2;5;2;3,625;4,5;2,77777777777778;3,22222222222222;3,875
650;18;2;-99;1;2;8;5;1;4;1;4;1;4;4;5;5;5;2;5;4;3;5;4;2;4;4;2;5;1;5;2;4;1;5;1;1;1;5;5;5;4;5;4;5;2;2;2;5;4;3;2;-77;-77;5;5;2;1;4;4;4;5;1;5;5;1;2;2;4;2;4,75;3;4,11111111111111;4,33333333333333;1,875
651;60;2;-99;4;4;3;4;3;5;2;4;4;3;2;2;4;3;2;5;4;3;4;4;1;4;4;3;2;1;3;4;4;4;5;4;5;4;5;5;2;3;3;2;4;4;4;1;2;2;4;2;-77;-77;3;2;4;4;4;5;3;5;3;2;2;4;3;4;5;4;3,125;4;4,66666666666667;3,22222222222222;3,625
653;25;2;-99;2;7;0;4;2;5;5;2;4;5;1;2;4;2;1;5;4;2;3;5;2;2;2;4;5;4;2;1;4;5;4;4;5;4;5;4;5;5;4;1;4;2;3;4;5;4;5;2;-77;-77;4;2;5;4;5;4;2;2;4;1;2;1;1;5;2;2;2,875;2,7;3,88888888888889;4,44444444444444;3,25
654;32;1;-99;5;3;3;3;2;4;1;3;3;4;3;3;4;3;1;4;5;5;4;4;2;4;4;5;5;2;4;4;3;3;4;2;3;4;4;4;4;4;4;3;5;2;3;3;4;5;3;2;-77;-77;4;3;3;3;5;4;1;4;2;3;2;2;2;3;3;1;2,875;3,4;3,66666666666667;4;2,625
655;24;2;-99;5;1;0;3;3;3;2;2;3;3;4;4;2;3;4;3;2;3;3;2;3;3;2;3;2;3;2;2;4;4;2;2;3;2;2;3;3;2;2;3;3;2;2;2;4;2;3;2;-77;-77;3;3;2;2;2;3;3;3;4;2;4;3;4;3;4;4;3,125;2,7;2,88888888888889;2,55555555555556;2,5
656;25;2;-99;4;1;0;4;2;5;2;5;2;3;2;3;5;3;4;5;3;4;5;5;1;3;5;3;3;3;2;4;5;3;3;2;4;3;4;5;4;3;5;2;5;3;4;2;4;3;4;2;-77;-77;4;4;4;3;2;5;3;3;4;3;3;2;3;4;4;3;4;4,2;4,22222222222222;3,55555555555556;2,75
657;19;1;-99;2;1;3;5;3;5;2;5;3;5;4;4;5;4;2;5;3;5;5;4;4;4;5;2;5;4;4;4;5;2;5;4;3;2;5;5;5;3;5;4;5;2;5;5;4;5;2;1;10;5;3;3;2;2;4;2;4;2;2;4;4;1;3;2;1;1;4,375;3,8;3,55555555555556;4;2,5
658;18;2;-99;2;1;0;1;1;5;4;3;4;5;1;2;5;2;1;5;4;5;4;5;3;5;5;5;3;3;1;2;1;2;5;3;5;5;5;4;2;5;1;1;3;5;3;1;3;4;5;2;-77;-77;5;2;5;4;5;3;1;3;5;4;1;4;1;5;5;2;1,625;3,9;3,88888888888889;4,44444444444444;4,25
659;23;1;-99;4;2;0;4;4;4;2;3;4;4;1;3;4;2;2;5;2;4;2;4;3;4;2;4;4;4;5;3;3;4;5;2;2;4;4;3;2;4;4;2;4;4;4;3;4;3;3;2;-77;-77;2;2;5;3;4;3;2;2;1;2;2;4;2;4;3;3;2,625;3;3,77777777777778;3,55555555555556;2,75
661;22;2;-99;4;1;6;4;2;4;2;5;4;4;4;3;5;4;2;4;4;5;4;4;4;4;5;4;3;4;4;5;3;3;5;3;5;4;4;4;4;3;3;2;4;4;5;5;4;2;5;2;-77;-77;4;2;2;3;4;2;2;2;2;3;2;2;3;4;1;4;3;4,4;3,44444444444444;3,77777777777778;3
662;42;1;-99;3;3;4;5;3;4;1;4;4;4;2;5;5;4;3;4;3;4;4;4;2;2;5;3;4;2;5;5;3;1;4;3;4;4;3;4;4;3;3;1;4;1;4;3;3;4;3;2;-77;-77;3;2;4;1;3;4;3;4;1;5;2;2;3;5;3;2;3,25;4;3,77777777777778;3,77777777777778;1,75
664;50;1;-99;4;3;8;4;3;4;1;5;1;4;3;4;4;5;3;4;2;3;5;3;3;2;4;2;3;3;3;4;5;2;3;3;4;1;3;4;5;4;4;4;3;2;4;3;3;4;2;1;13;1;3;5;3;2;3;3;4;3;3;4;5;1;2;2;3;2;4,625;3,5;3,22222222222222;3,11111111111111;2
665;48;1;-99;4;1;7;4;2;5;2;3;5;4;2;4;3;5;2;5;4;4;4;4;1;4;2;5;5;2;5;4;5;2;5;2;3;5;5;5;5;5;3;2;5;3;3;2;4;2;0;2;-77;-77;4;1;4;2;4;5;1;4;1;4;1;1;1;4;4;4;3;2,7;4,66666666666667;4,22222222222222;2,375
666;30;2;-99;4;7;7;3;2;5;1;5;2;4;3;4;5;5;1;5;4;5;5;3;3;1;5;5;5;4;3;4;4;4;3;4;5;4;5;5;5;1;4;1;2;3;5;5;3;4;5;2;-77;-77;4;4;3;2;5;3;1;2;3;2;2;1;5;5;1;2;3,5;4,5;3,33333333333333;4;2,375
668;20;2;-99;2;1;9;3;2;4;1;4;4;4;2;4;5;4;2;4;4;5;4;4;2;4;4;4;3;1;4;3;4;2;5;4;5;4;5;4;4;2;2;2;4;3;5;1;4;2;5;1;12;6;4;2;4;2;4;4;2;5;2;4;2;2;4;4;5;4;2,875;4,5;4,22222222222222;4;2,75
667;24;1;-99;2;1;8;4;3;3;5;4;5;5;2;3;4;2;3;3;4;5;4;2;4;5;4;5;5;4;2;3;4;1;2;2;4;4;5;2;5;3;3;2;2;5;5;5;4;4;4;1;12;5;3;1;4;3;3;2;1;2;4;5;2;1;3;4;1;2;2,625;3,7;2,44444444444444;4;3,625
669;26;2;-99;4;1;4;2;2;5;4;4;3;5;1;2;5;2;1;5;4;5;3;1;1;5;5;4;2;1;2;4;3;1;5;3;5;4;5;3;3;3;4;3;5;4;5;1;5;1;5;2;-77;-77;4;3;5;4;5;5;2;5;4;5;2;3;3;3;5;5;2,625;4,6;4,77777777777778;3,88888888888889;3,875
670;25;2;-99;5;2;0;4;4;4;3;2;4;3;4;1;2;3;3;5;5;5;3;4;2;5;5;3;4;3;2;1;2;2;5;4;4;4;4;5;2;4;1;3;4;4;4;4;4;2;4;2;-77;-77;2;2;2;5;3;4;3;3;4;4;2;4;2;3;2;4;2,5;3,1;4;3,44444444444444;4,25
671;37;2;-99;6;3;8;1;5;5;4;4;5;4;2;1;4;1;1;5;5;4;4;4;2;5;5;5;2;4;1;3;1;4;5;5;5;5;4;5;1;5;1;3;5;5;5;2;5;3;4;2;-77;-77;1;1;4;5;5;4;1;2;5;2;1;5;1;3;4;3;1,375;3,9;4,22222222222222;3,33333333333333;4,875
672;28;2;-99;5;3;3;4;4;5;2;4;4;5;1;5;5;5;1;5;2;5;4;5;1;2;5;4;4;1;4;5;3;2;3;4;5;4;5;3;5;4;4;3;5;3;5;1;5;4;5;2;-77;-77;2;2;5;1;5;5;2;5;2;4;2;1;2;3;5;2;3,25;4,6;4,22222222222222;4,22222222222222;2,125
673;29;2;-99;4;1;0;1;4;4;5;4;5;4;2;1;3;1;1;4;5;4;2;3;1;5;4;5;3;3;1;4;1;3;4;4;4;5;4;4;1;3;1;2;4;5;4;2;3;1;3;2;-77;-77;2;1;4;5;5;5;1;3;5;3;1;5;3;4;4;5;1,125;3,7;4,11111111111111;3,44444444444444;4,875
674;22;2;-99;2;2;0;4;4;4;3;2;2;5;3;2;4;2;1;4;4;4;2;4;1;5;3;4;2;4;1;1;2;2;3;4;4;4;5;4;4;4;2;2;5;4;3;4;4;3;4;2;-77;-77;2;4;3;4;5;5;2;2;5;4;2;2;2;4;2;3;2,5;2,9;3,66666666666667;3,88888888888889;3,875
675;43;1;-99;3;7;3;4;2;5;3;5;2;5;4;2;5;3;1;5;4;5;4;5;4;5;5;4;5;2;4;5;3;2;5;4;4;2;5;5;4;3;4;4;4;2;4;1;4;3;5;2;-77;-77;4;4;2;4;5;2;2;4;2;4;4;2;3;2;5;3;3,5;4,6;3,88888888888889;4,33333333333333;3,25
677;21;1;-99;2;1;4;4;3;4;1;5;2;4;4;5;5;3;3;3;3;5;2;2;4;2;5;2;1;4;5;5;3;5;3;2;4;2;3;5;5;2;3;3;4;1;5;4;4;2;4;1;12;1;3;4;2;1;3;2;4;2;1;1;4;1;4;3;2;4;3,375;4,4;3,22222222222222;2,66666666666667;1,5
676;21;2;-99;3;7;0;2;1;4;4;3;5;3;4;1;5;2;1;5;4;4;3;4;1;5;5;5;4;1;2;3;1;4;5;5;4;5;3;4;1;5;1;3;3;5;4;3;4;5;4;2;-77;-77;5;1;2;5;5;5;1;5;4;2;1;5;1;3;3;1;1,5;3,6;3,77777777777778;3,66666666666667;4,625
679;24;1;-99;5;1;4;1;4;2;4;2;5;5;2;2;5;2;1;2;4;5;3;4;4;4;2;5;4;5;4;2;1;4;2;4;2;5;5;5;4;5;2;1;2;4;5;4;2;4;2;2;-77;-77;2;1;4;4;5;2;1;1;2;2;1;2;1;5;2;2;1,5;2,8;2,44444444444444;3,77777777777778;3,5
681;18;2;-99;2;1;9;4;2;1;4;5;2;3;5;5;5;4;4;1;2;3;2;4;5;2;5;2;4;5;2;4;2;4;1;4;5;1;2;1;2;1;2;4;1;3;1;1;1;4;5;2;-77;-77;4;4;1;1;2;1;4;1;4;2;5;4;5;2;5;2;3,375;4,3;1,11111111111111;2,66666666666667;3
682;23;1;-99;4;2;0;4;2;3;2;4;3;4;4;5;5;2;1;5;4;5;4;3;4;1;2;5;3;4;5;4;3;4;4;4;2;4;4;5;5;1;2;3;4;2;4;2;5;4;1;1;7;1;4;3;2;1;5;2;1;2;1;2;2;1;5;3;4;2;2,625;3,6;3,22222222222222;3,66666666666667;2
683;41;2;-99;2;7;0;1;1;3;1;1;5;4;4;2;4;1;1;4;2;4;1;5;2;1;4;5;4;5;4;2;1;5;4;2;1;4;5;4;4;5;1;1;3;4;1;5;1;1;1;2;-77;-77;5;1;2;4;5;4;1;1;2;1;2;2;1;5;1;5;1,125;2;3,33333333333333;3,88888888888889;2,25
684;25;1;-99;5;2;4;1;2;4;2;2;5;4;4;2;5;4;1;5;4;4;2;5;2;4;5;5;5;4;4;4;2;5;2;3;4;5;4;5;5;5;2;3;5;3;5;1;5;2;2;1;11;6;4;1;2;4;5;4;1;2;2;1;1;1;1;3;5;4;1,75;3,7;3,66666666666667;4;2,875
685;22;2;-99;4;1;6;4;2;5;1;5;3;4;4;5;5;5;1;5;3;5;5;5;2;1;5;2;4;2;4;4;4;3;5;3;5;1;5;5;5;2;4;4;4;3;4;3;4;2;4;2;-77;-77;4;3;2;1;5;4;4;4;2;3;5;1;4;2;3;4;4,25;4,4;4,22222222222222;4;1,875
686;22;2;-99;4;1;0;4;4;4;2;2;3;4;2;4;2;2;4;5;4;3;2;4;2;3;2;2;2;4;5;2;3;4;2;2;2;2;4;5;4;4;4;2;5;4;4;4;4;4;2;1;10;4;2;3;4;2;2;4;4;2;1;2;4;2;2;4;2;2;3,25;2,3;3,66666666666667;3,11111111111111;2,5
687;20;1;-99;3;1;4;4;4;5;5;3;5;3;4;2;5;2;2;4;4;5;3;1;2;5;5;5;5;4;1;4;4;5;5;5;4;4;4;4;2;4;2;4;4;4;4;5;4;2;1;2;-77;-77;2;1;2;4;4;4;1;2;5;1;2;4;2;2;1;4;2,375;3,4;3,77777777777778;2,88888888888889;4,5
689;29;1;-99;5;3;8;1;4;4;4;3;4;4;4;1;3;2;3;4;5;4;1;5;4;5;4;5;4;5;5;4;3;4;5;4;3;5;4;4;2;3;2;4;4;5;4;2;2;5;2;2;-77;-77;2;2;2;5;3;2;1;1;1;2;1;4;3;2;4;1;1,625;3,4;3;3,11111111111111;4,125
691;26;3;-99;4;1;8;2;4;4;2;4;4;4;2;4;5;2;1;4;4;4;2;4;1;4;5;4;4;4;4;4;4;2;4;4;5;4;4;4;4;4;2;2;4;4;2;2;4;5;4;2;-77;-77;2;2;4;2;5;5;2;2;2;4;2;2;2;4;4;1;2,25;3,9;3,55555555555556;3,88888888888889;3
695;34;2;-99;4;7;7;4;4;4;5;5;5;5;2;4;5;2;4;4;4;4;3;3;5;4;5;5;4;4;2;5;1;4;3;5;4;5;5;3;4;4;4;5;4;5;5;1;1;5;4;2;-77;-77;2;1;4;2;2;1;1;2;4;2;1;2;2;1;5;1;2,125;4,4;2,88888888888889;2,77777777777778;3,875
696;16;1;-99;1;1;0;4;1;2;1;4;4;4;4;3;5;4;1;2;3;4;3;5;5;4;5;4;4;5;3;4;2;1;1;4;5;4;5;2;3;2;4;4;4;2;4;2;4;4;2;2;-77;-77;5;2;2;3;5;1;2;1;3;5;2;3;4;2;4;2;2,875;4,1;1,88888888888889;4,33333333333333;2,875
697;19;1;-99;4;1;0;2;3;4;3;4;4;4;4;2;5;3;4;4;3;4;3;5;5;5;2;4;3;5;4;3;2;2;2;1;3;4;4;4;3;4;2;3;3;4;2;2;5;5;3;2;-77;-77;3;2;2;4;2;1;2;1;2;4;2;3;2;3;4;1;2,25;3,2;2,44444444444444;3,66666666666667;3,125
698;21;1;-99;2;1;0;2;3;3;3;3;4;4;3;2;3;2;3;3;3;3;2;3;3;4;3;4;3;4;4;2;3;3;3;4;4;4;3;3;3;4;2;3;3;4;2;2;3;3;3;2;-77;-77;3;2;3;4;3;3;2;2;2;3;2;3;2;3;4;3;2,125;2,9;2,88888888888889;3,11111111111111;3,375
699;20;1;-99;2;1;0;5;4;5;2;4;2;4;5;4;5;5;4;2;4;5;5;4;4;5;5;1;1;5;5;4;4;4;5;1;4;2;4;4;5;2;0;4;4;2;5;2;2;4;4;2;-77;-77;2;4;1;2;2;2;5;1;1;2;4;1;4;2;4;2;4;4,4;2,88888888888889;2,55555555555556;2,25
700;24;1;-99;2;1;6;2;3;3;3;2;5;4;3;3;4;2;1;5;3;3;2;3;5;3;3;4;4;5;2;3;1;3;2;3;4;4;5;2;4;3;3;2;2;4;4;1;3;5;3;2;-77;-77;3;1;3;3;5;1;2;1;4;3;2;2;3;4;5;1;1,875;3,4;2,22222222222222;3,77777777777778;3,125
701;19;2;-99;2;7;8;5;3;5;3;4;2;4;4;1;5;3;2;4;4;3;3;4;4;4;5;2;2;4;1;3;4;3;4;4;5;2;4;4;2;2;3;4;3;5;4;1;4;3;4;2;-77;-77;3;4;2;5;4;2;4;2;5;3;4;4;4;2;5;3;3,75;4,2;3,22222222222222;3,33333333333333;4,25
